#Annotated with Bakta (v1.7.0): https://github.com/oschwengers/bakta								
#Database (v5.0): https://doi.org/10.5281/zenodo.4247252								
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_6	cds	41637	41888	+	KK01_03165		Glycerophosphodiester phosphodiesterase	"RefSeq:WP_019389155.1, SO:0001217, UniParc:UPI0002D872E4, UniRef:UniRef100_UPI0002D872E4, UniRef:UniRef50_F5S608, UniRef:UniRef90_F5S608"
contig_6	cds	42164	42811	-	KK01_03170	pyrE	Orotate phosphoribosyltransferase	"COG:COG0461, COG:F, RefSeq:WP_019389153.1, SO:0001217, UniParc:UPI00031F2F2D, UniRef:UniRef100_UPI00031F2F2D, UniRef:UniRef50_A4G1L0, UniRef:UniRef90_F5S610"
contig_6	cds	42887	43837	-	KK01_03175	ceuC	"ABC-type enterochelin transport system, permease component"	"COG:COG4605, COG:P, RefSeq:WP_003790022.1, SO:0001217, UniParc:UPI000258505A, UniRef:UniRef100_UPI000258505A, UniRef:UniRef50_V9HK69, UniRef:UniRef90_A0A238TD44"
contig_6	cds	44195	45157	-	KK01_03180	ceuB	"ABC-type enterochelin transport system, permease component"	"COG:COG4606, COG:P, RefSeq:WP_060537059.1, SO:0001217, UniParc:UPI000706D94D, UniRef:UniRef100_UPI000706D94D, UniRef:UniRef50_V9H5T2, UniRef:UniRef90_F5S613"
contig_6	cds	45256	46275	-	KK01_03185	ceuA	"ABC-type enterochelin transport system, periplasmic component"	"COG:COG4607, COG:P, SO:0001217, UniRef:UniRef50_V9HLW2, UniRef:UniRef90_F5S614"
contig_6	cds	46387	48429	-	KK01_03190	cirA	"Outer membrane receptor protein, Fe transport"	"COG:COG1629, COG:P, SO:0001217, UniRef:UniRef50_A0A1T0CT24, UniRef:UniRef90_F5S615"
contig_6	cds	48640	50049	+	KK01_03195	pepB	leucyl aminopeptidase	"COG:COG0260, COG:E, EC:3.4.11.1, KEGG:K01255, RefSeq:WP_019389149.1, SO:0001217, UniParc:UPI0002E733D4, UniRef:UniRef100_UPI0002E733D4, UniRef:UniRef50_Q9JTI8, UniRef:UniRef90_F5S616"
contig_6	cds	50219	51139	-	KK01_03200	rfbD	dTDP-4-dehydrorhamnose reductase	"COG:COG1091, COG:M, SO:0001217, UniRef:UniRef50_A0A1R4LL12, UniRef:UniRef90_F5S617"
contig_6	cds	51157	52026	-	KK01_03205	rfbA	glucose-1-phosphate thymidylyltransferase RfbA	"COG:COG1209, COG:M, EC:2.7.7.24, KEGG:K00973, SO:0001217, UniRef:UniRef50_A0A2E0IXK2, UniRef:UniRef90_F5S618"
contig_6	cds	52110	52652	+	KK01_03210	rfbC	"dTDP-4-dehydrorhamnose 3,5-epimerase"	"COG:COG1898, COG:M, EC:5.1.3.13, KEGG:K01790, SO:0001217, UniRef:UniRef50_A0A1B3WN06, UniRef:UniRef90_F5S619"
contig_6	cds	52729	53283	+	KK01_03215	rsuA	"Pseudouridylate synthase RsuA, specific for 16S rRNA U516 and 23S rRNA U2605"	"COG:COG1187, COG:J, SO:0001217, UniRef:UniRef50_G4CR76, UniRef:UniRef90_F5S620"
contig_6	cds	53409	53972	+	KK01_03220		hypothetical protein	"SO:0001217, UniRef:UniRef50_UPI000381698B, UniRef:UniRef90_UPI000381698B"
contig_6	cds	54046	55752	+	KK01_03225	argS	arginine--tRNA ligase	"COG:COG0018, COG:J, EC:6.1.1.19, KEGG:K01887, RefSeq:WP_019389143.1, SO:0001217, UniParc:UPI0002E18D0B, UniRef:UniRef100_UPI0002E18D0B, UniRef:UniRef50_B4RL22, UniRef:UniRef90_F5S622"
contig_6	cds	56083	56928	+	KK01_03230		"Amino acid ABC superfamily ATP binding cassette transporter, binding protein"	"RefSeq:WP_230311299.1, SO:0001217, UniParc:UPI000706A229, UniRef:UniRef100_UPI000706A229, UniRef:UniRef50_A0A238HDE7, UniRef:UniRef90_F5S624"
contig_6	cds	57106	57552	-	KK01_03235	exbD	Biopolymer transport protein ExbD	"COG:COG0848, COG:U, RefSeq:WP_003786034.1, SO:0001217, UniParc:UPI00020C5F5C, UniRef:UniRef100_F5S626, UniRef:UniRef50_P0A0R8, UniRef:UniRef90_F5S626"
contig_6	cds	57556	58215	-	KK01_03240	tolQ	Biopolymer transport protein ExbB/TolQ	"COG:COG0811, COG:U, RefSeq:WP_019389141.1, SO:0001217, UniParc:UPI000365EACA, UniRef:UniRef100_UPI000365EACA, UniRef:UniRef50_P64099, UniRef:UniRef90_F5S627"
contig_6	cds	58277	59206	-	KK01_03245	tonB	"Periplasmic protein TonB, links inner and outer membranes"	"COG:COG0810, COG:M, KEGG:K03832, RefSeq:WP_019389140.1, SO:0001217, UniParc:UPI0003702F03, UniRef:UniRef100_UPI0003702F03, UniRef:UniRef50_C4GH18, UniRef:UniRef90_F5S628"
contig_6	cds	59519	60049	+	KK01_03250	ppa	Inorganic pyrophosphatase	"COG:C, COG:COG0221, RefSeq:WP_019389138.1, SO:0001217, UniParc:UPI0003157CB2, UniRef:UniRef100_UPI0003157CB2, UniRef:UniRef50_Q9K0G4, UniRef:UniRef90_V9HD03"
contig_6	cds	60179	61588	+	KK01_03255	dnaB	replicative DNA helicase	"COG:COG0305, COG:L, RefSeq:WP_019389137.1, SO:0001217, UniParc:UPI0003166616, UniRef:UniRef100_UPI0003166616, UniRef:UniRef50_A0A536UD20, UniRef:UniRef90_F5S630"
contig_6	cds	61622	62341	+	KK01_03260		GspH/FimT family pseudopilin	"SO:0001217, UniRef:UniRef50_UPI0003FAA421, UniRef:UniRef90_UPI0003FAA421"
contig_6	cds	62368	62982	+	KK01_03265	pilV	type IV pilus modification protein PilV	"COG:COG4967, COG:NW, KEGG:K02671, RefSeq:WP_038303570.1, SO:0001217, UniParc:UPI0004298F88, UniRef:UniRef100_UPI0004298F88, UniRef:UniRef50_F0EW27, UniRef:UniRef90_F5S632"
contig_6	cds	63003	64067	+	KK01_03270	pilW	Type IV pilus assembly protein PilW	"COG:COG4966, COG:NW, KEGG:K02672, RefSeq:WP_019389134.1, SO:0001217, UniParc:UPI0002F6AD74, UniRef:UniRef100_UPI0002F6AD74, UniRef:UniRef50_F5S633, UniRef:UniRef90_F5S633"
contig_6	cds	64101	64709	+	KK01_03275	pilX	Type IV pilus assembly protein PilX	"COG:COG4726, COG:NW, KEGG:K02673, RefSeq:WP_003786044.1, SO:0001217, UniParc:UPI00020C5F64, UniRef:UniRef100_F5S634, UniRef:UniRef50_F5S634, UniRef:UniRef90_F5S634"
contig_6	cds	64752	65201	+	KK01_03280	pilE	Type IV pilus assembly protein PilE	"COG:COG4968, COG:NW, KEGG:K02655, SO:0001217, UniRef:UniRef50_F5S635, UniRef:UniRef90_F5S635"
contig_6	cds	65325	66989	+	KK01_03285	menE	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming)	"COG:COG0318, COG:I, RefSeq:WP_019389132.1, SO:0001217, UniParc:UPI000319FEA3, UniRef:UniRef100_UPI000319FEA3, UniRef:UniRef50_P46450, UniRef:UniRef90_F5S636"
contig_6	cds	67069	68166	+	KK01_03290	aroC	chorismate synthase	"COG:COG0082, COG:E, RefSeq:WP_019389131.1, SO:0001217, UniParc:UPI00037242C1, UniRef:UniRef100_UPI00037242C1, UniRef:UniRef50_Q2RR25, UniRef:UniRef90_V9H7M0"
contig_6	cds	68341	69639	-	KK01_03295	tyrS	tyrosine--tRNA ligase	"COG:COG0162, COG:J, RefSeq:WP_026036217.1, SO:0001217, UniParc:UPI00047518AB, UniRef:UniRef100_UPI00047518AB, UniRef:UniRef50_Q9JXY5, UniRef:UniRef90_F5S638"
contig_6	cds	69711	70340	-	KK01_03300	yihA	ribosome biogenesis GTP-binding protein YihA/YsxC	"COG:COG0218, COG:D, RefSeq:WP_019389129.1, SO:0001217, UniParc:UPI000308C3A9, UniRef:UniRef100_UPI000308C3A9, UniRef:UniRef50_Q9JY03, UniRef:UniRef90_F5S639"
contig_6	cds	70483	71112	+	KK01_03305	cytC553	Cytochrome c553	"COG:C, COG:COG2863, RefSeq:WP_003786055.1, SO:0001217, UniParc:UPI00020C5F6A, UniRef:UniRef100_F5S640, UniRef:UniRef50_V9HMZ2, UniRef:UniRef90_F5S640"
contig_6	cds	71187	71498	+	KK01_03310	vgrG	Type VI secretion system tip protein VgrG	"RefSeq:WP_003786058.1, SO:0001217, UniParc:UPI00020C5F6B, UniRef:UniRef100_F5S641, UniRef:UniRef50_V9HMC9, UniRef:UniRef90_F5S641"
contig_6	cds	71565	72950	-	KK01_03315	srmB	Superfamily II DNA and RNA helicase	"COG:COG0513, COG:L, RefSeq:WP_019389128.1, SO:0001217, UniParc:UPI00036A1DB2, UniRef:UniRef100_UPI00036A1DB2, UniRef:UniRef50_A0A1D3FIL4, UniRef:UniRef90_A0A376BU64"
contig_6	cds	73342	74193	+	KK01_03320	hisJ	"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	"COG:COG0834, COG:ET, SO:0001217, UniRef:UniRef50_P45024, UniRef:UniRef90_F5S643"
contig_6	cds	74263	74748	-	KK01_03325	paaI	"Acyl-CoA thioesterase PaaI, contains HGG motif"	"COG:COG2050, COG:Q, RefSeq:WP_019389126.1, SO:0001217, UniParc:UPI0003156380, UniRef:UniRef100_UPI0003156380, UniRef:UniRef50_V9HD82, UniRef:UniRef90_F5S644"
contig_6	cds	74824	75672	-	KK01_03330	ygfZ	"Folate-binding protein YgfZ, synthesis and repair of Fe-S clusters"	"COG:COG0354, COG:O, RefSeq:WP_019389125.1, SO:0001217, UniParc:UPI000302D8B8, UniRef:UniRef100_UPI000302D8B8, UniRef:UniRef50_G4CFH2, UniRef:UniRef90_F5S645"
contig_6	cds	76104	79487	-	KK01_03335	mfd	transcription-repair coupling factor	"COG:COG1197, COG:LK, RefSeq:WP_154700183.1, SO:0001217, UniParc:UPI000E02A2A1, UniRef:UniRef100_UPI000E02A2A1, UniRef:UniRef50_G4CRV1, UniRef:UniRef90_F5S647"
contig_6	cds	79582	80259	-	KK01_03340	dedA	"Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family"	"COG:COG0586, COG:M, KEGG:K03975, RefSeq:WP_019389122.1, SO:0001217, UniParc:UPI000377727E, UniRef:UniRef100_UPI000377727E, UniRef:UniRef50_P45280, UniRef:UniRef90_F5S648"
contig_6	cds	80341	81672	-	KK01_03345	glmM	phosphoglucosamine mutase	"COG:COG1109, COG:G, SO:0001217, UniRef:UniRef50_Q9JY89, UniRef:UniRef90_F5S649"
contig_6	cds	81808	83133	-	KK01_03350	deoA	thymidine phosphorylase	"COG:COG0213, COG:F, EC:2.4.2.4, KEGG:K00758, RefSeq:WP_019389120.1, SO:0001217, UniParc:UPI0002F574F5, UniRef:UniRef100_UPI0002F574F5, UniRef:UniRef50_Q74PY8, UniRef:UniRef90_F5S650"
contig_6	cds	83229	83630	-	KK01_03355		DUF3019 domain-containing protein	"RefSeq:WP_019389119.1, SO:0001217, UniParc:UPI00031D132C, UniRef:UniRef100_UPI00031D132C, UniRef:UniRef50_F5S651, UniRef:UniRef90_F5S651"
contig_6	cds	83632	84123	-	KK01_03360	yqgC	DUF456 domain-containing protein	"COG:COG2839, COG:S, KEGG:K09793, SO:0001217, UniRef:UniRef50_C6SF48, UniRef:UniRef90_F5S652"
contig_6	cds	84333	85499	-	KK01_03365	nnrS	Nitric oxide response protein NnrS	"COG:COG3213, COG:T, KEGG:K07234, RefSeq:WP_019389117.1, SO:0001217, UniParc:UPI0002D306E8, UniRef:UniRef100_UPI0002D306E8, UniRef:UniRef50_V9HCJ7, UniRef:UniRef90_F5S653"
contig_6	cds	85596	87062	-	KK01_03370	degQ	"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain"	"COG:COG0265, COG:O, RefSeq:WP_019389116.1, SO:0001217, UniParc:UPI00031C0716, UniRef:UniRef100_UPI00031C0716, UniRef:UniRef50_X5EHD8, UniRef:UniRef90_F5S654"
contig_6	cds	87168	87524	+	KK01_03375		3-isopropylmalate dehydratase	"RefSeq:WP_230311300.1, SO:0001217, UniParc:UPI000DFD9AED, UniRef:UniRef100_UPI000DFD9AED, UniRef:UniRef50_F5S655, UniRef:UniRef90_UPI000DFD9AED"
contig_6	cds	87750	88049	-	KK01_03380		hypothetical protein	
contig_7	cds	76	348	-	KK01_03385		DNA-binding helix-turn-helix protein	"SO:0001217, UniRef:UniRef50_I2NID5"
contig_7	cds	491	802	+	KK01_03390		Single-stranded DNA-binding protein	"RefSeq:WP_038302583.1, SO:0001217, UniParc:UPI000570BE18, UniRef:UniRef100_UPI000570BE18, UniRef:UniRef50_F5S8X8, UniRef:UniRef90_F5S8X8"
contig_7	cds	820	1620	+	KK01_03395		Exported protein	"RefSeq:WP_038302580.1, SO:0001217, UniParc:UPI0003FB4BC0, UniRef:UniRef100_UPI0003FB4BC0, UniRef:UniRef50_F5S8X7, UniRef:UniRef90_F5S8X7"
contig_7	cds	1797	4637	+	KK01_03400	valS	valine--tRNA ligase	"COG:COG0525, COG:J, RefSeq:WP_019390110.1, SO:0001217, UniParc:UPI0002F14AEB, UniRef:UniRef100_UPI0002F14AEB, UniRef:UniRef50_Q9K1H7, UniRef:UniRef90_F5S8X6"
contig_7	cds	4690	6750	-	KK01_03405	kpsC	Capsule polysaccharide export protein KpsC/LpsZ	"COG:COG3563, COG:M, KEGG:K07266, SO:0001217, UniParc:UPI0002987CFB, UniRef:UniRef100_K7R6A3, UniRef:UniRef50_Q05013, UniRef:UniRef90_F5S8X5"
contig_7	cds	6791	7090	+	KK01_03410		type II toxin-antitoxin system RelE/ParE family toxin	"RefSeq:WP_032132884.1, SO:0001217, UniParc:UPI0004233CBC, UniRef:UniRef100_UPI001EE255C0, UniRef:UniRef50_A0A6H0T666, UniRef:UniRef90_UPI001EE255C0"
contig_7	cds	7093	7428	+	KK01_03415	yiaG	"DNA-binding transcriptional regulator YiaG, XRE-type HTH domain"	"COG:COG2944, COG:K, RefSeq:WP_019390106.1, SO:0001217, UniParc:UPI0002D40644, UniRef:UniRef100_UPI0002D40644, UniRef:UniRef50_I7JR14, UniRef:UniRef90_F5S8X4"
contig_7	cds	7702	9195	+	KK01_03420	murJ	murein biosynthesis integral membrane protein MurJ	"COG:COG0728, COG:M, KEGG:K03980, SO:0001217, UniRef:UniRef50_G4CGM6, UniRef:UniRef90_F5S8X3"
contig_7	cds	9335	10111	-	KK01_03425	caMKIID	"Protein kinase association domain CaMKII_AD, NTF2-like superfamily"	"COG:COG4875, COG:O, RefSeq:WP_042923223.1, SO:0001217, UniParc:UPI00041AA10C, UniRef:UniRef100_UPI00041AA10C, UniRef:UniRef50_F5S8X2, UniRef:UniRef90_F5S8X2"
contig_7	cds	10377	11426	-	KK01_03430		Ser/Thr protein phosphatase	"RefSeq:WP_019390102.1, SO:0001217, UniParc:UPI0002FAC47F, UniRef:UniRef100_UPI0002FAC47F, UniRef:UniRef50_V9HMZ1, UniRef:UniRef90_F5S8X1"
contig_7	cds	11417	11962	-	KK01_03435	paaY	"Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily"	"COG:COG0663, COG:R, EC:4.2.1.-, KEGG:K01726, RefSeq:WP_019390101.1, SO:0001217, UniParc:UPI00030325D3, UniRef:UniRef100_UPI00030325D3, UniRef:UniRef50_E0SIT1, UniRef:UniRef90_F5S8X0"
contig_7	cds	12002	12736	-	KK01_03440	phoE	Broad specificity phosphatase PhoE	"COG:COG0406, COG:G, RefSeq:WP_003791735.1, SO:0001217, UniParc:UPI0002585A97, UniRef:UniRef100_UPI0002585A97, UniRef:UniRef50_F5S8W9, UniRef:UniRef90_F5S8W9"
contig_7	cds	12848	14560	-	KK01_03445	recJ	single-stranded-DNA-specific exonuclease RecJ	"COG:COG0608, COG:L, RefSeq:WP_019390099.1, SO:0001217, UniParc:UPI0001829D24, UniRef:UniRef100_B6SE72, UniRef:UniRef50_E4ZE27, UniRef:UniRef90_F5S8W8"
contig_7	cds	14920	15390	+	KK01_03450	pilA1	PilA1	"RefSeq:WP_019390097.1, SO:0001217, UniParc:UPI0001829D25, UniRef:UniRef100_B6SE73, UniRef:UniRef50_Q07564, UniRef:UniRef90_B6SE73"
contig_7	cds	15537	15965	+	KK01_03455	pilA2	PilA2	"RefSeq:WP_019390096.1, SO:0001217, UniParc:UPI0001829D26, UniRef:UniRef100_B6SE74, UniRef:UniRef50_B6SE74, UniRef:UniRef90_B6SE74"
contig_7	cds	15977	16753	+	KK01_03460	fimB	FimB	"RefSeq:WP_019390095.1, SO:0001217, UniParc:UPI0001829D27, UniRef:UniRef100_B6SE75, UniRef:UniRef50_L1NLA0, UniRef:UniRef90_B6SE75"
contig_7	tRNA	17071	17146	-	KK01_03465	trnN	tRNA-Asn(gtt)	SO:0000257
contig_7	cds	17199	18089	-	KK01_03470	znuB	"ABC-type Mn2+/Zn2+ transport system, permease component"	"COG:COG1108, COG:P, RefSeq:WP_019390094.1, SO:0001217, UniParc:UPI000312A683, UniRef:UniRef100_UPI000312A683, UniRef:UniRef50_A0A5C9CEQ1, UniRef:UniRef90_F5S8W3"
contig_7	cds	18127	18519	-	KK01_03475		Deoxyribonuclease V	"EC:3.1.25.1, KEGG:K01161, RefSeq:WP_003791724.1, SO:0001217, UniParc:UPI0002585A91, UniRef:UniRef100_UPI0002585A91, UniRef:UniRef50_I2NCA9, UniRef:UniRef90_F5S8W2"
contig_7	cds	18568	19293	-	KK01_03480	znuC	"ABC-type Mn2+/Zn2+ transport system, ATPase component"	"COG:COG1121, COG:P, RefSeq:WP_019390093.1, SO:0001217, UniParc:UPI0002ECCC13, UniRef:UniRef100_UPI0002ECCC13, UniRef:UniRef50_F5S8W1, UniRef:UniRef90_F5S8W1"
contig_7	cds	19296	19454	-	KK01_03485		hypothetical protein	"RefSeq:WP_019390092.1, SO:0001217, UniParc:UPI000374E2A9, UniRef:UniRef100_UPI000374E2A9, UniRef:UniRef50_UPI00192E3D9C, UniRef:UniRef90_UPI00192E3D9C"
contig_7	cds	19716	20561	-	KK01_03490	mscS	Small-conductance mechanosensitive channel	"COG:COG0668, COG:M, RefSeq:WP_019390091.1, SO:0001217, UniParc:UPI000378B290, UniRef:UniRef100_UPI000378B290, UniRef:UniRef50_V9H6G5, UniRef:UniRef90_F5S8W0"
contig_7	cds	20633	21934	-	KK01_03495	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	"COG:COG2265, COG:J, EC:2.1.1.190, KEGG:K03215, RefSeq:WP_019390090.1, SO:0001217, UniParc:UPI00030B34A5, UniRef:UniRef100_UPI00030B34A5, UniRef:UniRef50_E4ZBM0, UniRef:UniRef90_F5S8V9"
contig_7	cds	22160	23077	+	KK01_03500	erfK	Lipoprotein-anchoring transpeptidase ErfK/SrfK	"COG:COG1376, COG:M, KEGG:K19234, SO:0001217, UniRef:UniRef50_A0A448D4W6, UniRef:UniRef90_F5S8V8"
contig_7	cds	23184	24098	-	KK01_03505	nlpA	"ABC-type metal ion transport system, periplasmic component/surface antigen"	"COG:COG1464, COG:P, KEGG:K02073, RefSeq:WP_019390088.1, SO:0001217, UniParc:UPI0002E35EA8, UniRef:UniRef100_UPI0002E35EA8, UniRef:UniRef50_Q7BMQ8, UniRef:UniRef90_F5S8V7"
contig_7	cds	24374	25726	-	KK01_03510	pcnB	tRNA nucleotidyltransferase/poly(A) polymerase	"COG:COG0617, COG:J, SO:0001217, UniRef:UniRef50_A0A0J5GG72, UniRef:UniRef90_F5S8V6"
contig_7	cds	25890	26174	-	KK01_03515		Lipoprotein	"RefSeq:WP_019390086.1, SO:0001217, UniParc:UPI0002FEC00E, UniRef:UniRef100_UPI0002FEC00E, UniRef:UniRef50_F5S8V5, UniRef:UniRef90_F5S8V5"
contig_7	cds	26529	27008	+	KK01_03520	slpA	"Peptidyl-prolyl cis-trans isomerase, FKBP type"	"COG:COG1047, COG:O, RefSeq:WP_003788307.1, SO:0001217, UniParc:UPI00020C6E1C, UniRef:UniRef100_F5S8V3, UniRef:UniRef50_F2BGF1, UniRef:UniRef90_F0EZE3"
contig_7	cds	27205	27792	+	KK01_03525	maf	"7-methyl-GTP pyrophosphatase and related NTP pyrophosphatases, Maf/HAM1 superfamily"	"COG:COG0424, COG:Q, RefSeq:WP_003791706.1, SO:0001217, UniParc:UPI0002585A88, UniRef:UniRef100_UPI0002585A88, UniRef:UniRef50_Q7P1T8, UniRef:UniRef90_F5S8V1"
contig_7	cds	27862	28137	-	KK01_03530		DUF294 domain-containing protein	"RefSeq:WP_019390085.1, SO:0001217, UniParc:UPI0002FEB380, UniRef:UniRef100_UPI0002FEB380, UniRef:UniRef50_F5S8V0, UniRef:UniRef90_F5S8V0"
contig_7	cds	28328	28699	-	KK01_03535	apaG	Co2+/Mg2+ efflux protein ApaG	"COG:COG2967, COG:P, RefSeq:WP_019390084.1, SO:0001217, UniParc:UPI00031DAD93, UniRef:UniRef100_UPI00031DAD93, UniRef:UniRef50_G4CFK0, UniRef:UniRef90_F5S8U9"
contig_7	cds	28699	29199	-	KK01_03540	pgpA	Phosphatidylglycerophosphatase A	"COG:COG1267, COG:I, EC:3.1.3.27, KEGG:K01095, RefSeq:WP_003791700.1, SO:0001217, UniParc:UPI0002585A85, UniRef:UniRef100_UPI0002585A85, UniRef:UniRef50_E4ZBF3, UniRef:UniRef90_F5S8U8"
contig_7	cds	29306	29815	-	KK01_03545		Restriction endonuclease	"RefSeq:WP_026036345.1, SO:0001217, UniParc:UPI0002F7D847, UniRef:UniRef100_UPI0002F7D847, UniRef:UniRef50_E7RWH9, UniRef:UniRef90_UPI0002F7D847"
contig_7	cds	30030	30785	+	KK01_03550		IS5 family transposase	"RefSeq:WP_026036344.1, SO:0001217, UniParc:UPI000474C64E, UniRef:UniRef100_UPI000474C64E, UniRef:UniRef50_N9HL30, UniRef:UniRef90_UPI000474C64E"
contig_7	cds	31008	31499	-	KK01_03555		hypothetical protein	"SO:0001217, UniRef:UniRef50_UPI00037C35E0, UniRef:UniRef90_UPI00037C35E0"
contig_7	cds	31543	32589	-	KK01_03560		hypothetical protein	"RefSeq:WP_038326794.1, SO:0001217, UniParc:UPI00040AB2E9, UniRef:UniRef100_UPI00040AB2E9, UniRef:UniRef50_UPI0004163966, UniRef:UniRef90_UPI0004163966"
contig_7	cds	32643	35486	-	KK01_03565	uvrA	excinuclease ABC subunit UvrA	"COG:COG0178, COG:L, KEGG:K03701, SO:0001217, UniRef:UniRef50_Q9JZP1, UniRef:UniRef90_V9HCN3"
contig_7	cds	35654	37189	-	KK01_03570	fbpB	"ABC-type Fe3+ transport system, permease component"	"COG:COG1178, COG:P, KEGG:K02063, RefSeq:WP_019390077.1, SO:0001217, UniParc:UPI00037D9FBE, UniRef:UniRef100_UPI00037D9FBE, UniRef:UniRef50_V9HLQ0, UniRef:UniRef90_F5S8U1"
contig_7	cds	37377	38495	-	KK01_03575	yaeI	"putative phosphohydrolase, MPP superfamily"	"COG:COG1408, COG:R, KEGG:K07098, RefSeq:WP_038309455.1, SO:0001217, UniParc:UPI00056DB003, UniRef:UniRef100_UPI00056DB003, UniRef:UniRef50_E1W3X6, UniRef:UniRef90_F5S8T9"
contig_7	cds	38647	39534	+	KK01_03580	efeB	Periplasmic deferrochelatase/peroxidase EfeB	"COG:COG2837, COG:P, EC:1.11.1.-, KEGG:K07223, RefSeq:WP_003791688.1, SO:0001217, UniParc:UPI0002585A7F, UniRef:UniRef100_UPI0002585A7F, UniRef:UniRef50_C5B7E3, UniRef:UniRef90_F5S8T8"
contig_7	cds	39617	40117	+	KK01_03585	msrC	"GAF domain-containing protein, putative methionine-R-sulfoxide reductase"	"COG:COG1956, COG:VT, RefSeq:WP_019390074.1, SO:0001217, UniParc:UPI00037C0D61, UniRef:UniRef100_UPI00037C0D61, UniRef:UniRef50_A0A448VM08, UniRef:UniRef90_F5S8T7"
contig_7	tRNA	40229	40304	+	KK01_03590	trnT	tRNA-Thr(tgt)	SO:0000270
contig_7	cds	40407	41288	+	KK01_03595	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	"COG:COG1210, COG:M, RefSeq:WP_003788275.1, SO:0001217, UniParc:UPI00020C6E0B, UniRef:UniRef100_F5S8T6, UniRef:UniRef50_A0A1A9RDH4, UniRef:UniRef90_F5S8T6"
contig_7	cds	41362	42366	-	KK01_03600		"putative phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family"	"COG:COG3178, COG:R, EC:2.7.1.221, KEGG:K07102, RefSeq:WP_019390072.1, SO:0001217, UniParc:UPI00037A058A, UniRef:UniRef100_UPI00037A058A, UniRef:UniRef50_Q9K188, UniRef:UniRef90_F5S8T5"
contig_7	cds	42395	44743	+	KK01_03605	lptD	LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)	"COG:COG1452, COG:M, RefSeq:WP_019390071.1, SO:0001217, UniParc:UPI0003005FE1, UniRef:UniRef100_UPI0003005FE1, UniRef:UniRef50_A0A660N579, UniRef:UniRef90_F5S8T4"
contig_7	cds	44740	45696	+	KK01_03610	ppiC	PpiC domain-containing protein	"RefSeq:WP_019390070.1, SO:0001217, UniParc:UPI000307F108, UniRef:UniRef100_UPI000307F108, UniRef:UniRef50_F5S8T3, UniRef:UniRef90_F5S8T3"
contig_7	cds	45750	46070	-	KK01_03615		Cystatin domain-containing protein	"RefSeq:WP_003788268.1, SO:0001217, UniParc:UPI00020C6E07, UniRef:UniRef100_F5S8T2, UniRef:UniRef50_F5S8T2, UniRef:UniRef90_F5S8T2"
contig_7	cds	46139	47197	-	KK01_03620	terC	Tellurite resistance membrane protein TerC	"COG:COG0861, COG:P, KEGG:K05794, SO:0001217, UniRef:UniRef50_Q52356, UniRef:UniRef90_F5S8T1"
contig_7	cds	47303	48049	-	KK01_03625	ubiE	"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE"	"COG:COG2226, COG:H, RefSeq:WP_019390068.1, SO:0001217, UniParc:UPI00031A2FBD, UniRef:UniRef100_UPI00031A2FBD, UniRef:UniRef50_Q7NZD3, UniRef:UniRef90_V9H9H8"
contig_7	cds	48063	48491	-	KK01_03630		Lipoprotein	"RefSeq:WP_019390067.1, SO:0001217, UniParc:UPI0003115B3B, UniRef:UniRef100_UPI0003115B3B, UniRef:UniRef50_F5S8S9, UniRef:UniRef90_F5S8S9"
contig_7	cds	48491	49156	-	KK01_03635	glpG	"Membrane-associated serine protease, rhomboid family"	"COG:COG0705, COG:O, RefSeq:WP_019390066.1, SO:0001217, UniParc:UPI0002E447DD, UniRef:UniRef100_UPI0002E447DD, UniRef:UniRef50_A0A238HGD5, UniRef:UniRef90_F5S8S8"
contig_7	cds	49208	49633	-	KK01_03640		DUF971 domain-containing protein	"COG:COG3536, COG:S, RefSeq:WP_019390065.1, SO:0001217, UniParc:UPI0003731337, UniRef:UniRef100_UPI0003731337, UniRef:UniRef50_D2ZXT5, UniRef:UniRef90_F5S8S7"
contig_7	cds	49797	50792	+	KK01_03645	pheS	phenylalanine--tRNA ligase subunit alpha	"COG:COG0016, COG:J, RefSeq:WP_026036343.1, SO:0001217, UniParc:UPI000474B651, UniRef:UniRef100_UPI000474B651, UniRef:UniRef50_Q5F9U0, UniRef:UniRef90_V9HLS0"
contig_7	cds	50822	51010	+	KK01_03650		Nucleotidyltransferase substrate binding protein like protein	"SO:0001217, UniRef:UniRef50_A0A238HFN8, UniRef:UniRef90_A0A238HFN8"
contig_7	cds	51010	51192	+	KK01_03655		Nucleotidyltransferase substrate binding protein like protein	"SO:0001217, UniRef:UniRef50_A0A238HE33, UniRef:UniRef90_A0A238HE33"
